"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"51021","Robbins Volunteer Fire Department","17510 Pepper ST",,"Robbins","CA","95676",,,"PO Box 68","Robbins","CA","95676-0068","530-738-4220",,"Sutter","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","7","0","0","2","Yes"
"07100","Rodeo Hercules Fire Protection District","1680 Refugio Valley RD",,"Hercules","CA","94547-1555","1680 Refugio Valley RD",,,"Hercules","CA","94547-1555","510-799-4561","510-799-0395","Contra Costa","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.rhfd.org/","2","20","0","0","3","0","No"
"49140","Rohnert Park Department of Public Safety","500 City Center DR",,"Rohnert Park","CA","94928","500 City Center DR",,,"Rohnert Park","CA","94928","707-584-2600","707-584-2656","Sonoma","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.rpcity.org/","3","57","0","0","3","0","Yes"
"21060","Ross Fire Department","33 Sir Francis Drake BLVD","PO Box 320","Ross","CA","94957",,,"PO Box 320","Ross","CA","94957-0320","415-453-1453","415-453-6124","Marin","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.townofross.org/","1","10","2","0","0","0","Yes"
"21065","Ross Valley Fire Department","777 San Anselmo AVE",,"San Anselmo","CA","94960","777 San Anselmo AVE",,,"San Anselmo","CA","94960-2045","415-258-4686","415-258-4689","Marin","Mostly career","Other","https://www.rossvalleyfire.org/","4","33","13","0","3","1","Yes"
"29055","Rough & Ready Fire Protection District","11042 Rough and Ready RD","PO Box 10","Rough and Ready","CA","95975-0010",,,"PO Box 10","Rough and Ready","CA","95975-0010","530-432-1140","530-432-9076","Nevada","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","0","1","0",
"54025","Round Valley Fire Department","24802 Avenue 236",,"Lindsay","CA","93247-9727","24802 Avenue 236",,,"Lindsay","CA","93247-9727","559-783-4148",,"Tulare","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","5","0","8","0","2","No"
"33080","Rubidoux Fire Service","3590 Rubidoux BLVD",,"Jurupa Valley","CA","92509","3590 Rubidoux BLVD",,,"Jurupa Valley","CA","92509-4525","951-683-4561","951-781-7126","Riverside","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","7","25","25","0","1",
"36190","Running Springs Fire Department","31250 Hilltop  BLVD","PO Box 2206","Running Springs","CA","92382",,,"PO Box 2206","Running Springs","CA","92382-2006","909-867-2630","909-867-5456","San Bernardino","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","8","0","30","1","0","Yes"
"49075","Russian River Fire Protection District","14100 Armstron Woods RD",,"Guerneville","CA","95446",,,"PO Box 367","Guerneville","CA","95446-0367","707-869-9089","707-869-2811","Sonoma","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.russianriverfire.org/","1","12","1","0","1","0","No"
"34140","Sacramento County Airport System Aircraft Rescue & Firefighting","7201 Earhart DR",,"Sacramento","CA","95837-1104","7201 Earhart DR",,,"Sacramento","CA","95837","916-874-0757","916-874-0728","Sacramento","Career","Other",,"2","35","0","0","1","0",
"34080","Sacramento Fire Department","5770 Freeport BLVD STE 200",,"Sacramento","CA","95822","5770 Freeport BLVD STE 200",,,"Sacramento","CA","95822-3516","916-808-1300","916-808-1629","Sacramento","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sacfire.org/","23","539","0","0","53","10","Yes"
"34090","Sacramento Metropolitan Fire District","2101 Hurley WAY",,"Sacramento","CA","95825","2101 Hurley WAY",,,"Sacramento","CA","95825-3208","916-566-4000","916-566-4075","Sacramento","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sacmetrofire.ca.gov/","42","600","0","20","84","0","Yes"
"06020","Sacramento River Fire Protection District of Colusa County","235 Market ST",,"Colusa","CA","95932-2730","235 Market ST",,,"Colusa","CA","95932-2730","530-458-0239","530-458-0244","Colusa","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","1","34","0","1","0","No"
"50060","Salida Fire Protection District","4820 Salida BLVD",,"Salida","CA","95368",,,"PO Box 1335","Salida","CA","95368-1335","209-545-0365","209-545-3840","Stanislaus","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.salidafire.com/","3","8","20","0","1","0","Yes"
"27070","Salinas Fire Department","65 W Alisal ST STE 210",,"Salinas","CA","93901-2750","65 W Alisal ST STE 210",,,"Salinas","CA","93901-2750","831-758-7261","831-758-7265","Monterey","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofsalinas.org/our-city-services/fire-department","7","86","0","0","7","0","Yes"
"13050","Salton Community Services District Fire Dept","2152 Riviera CT","PO Box 5268","Salton City","CA","92275-5268","2152 Riviera CT",,"PO Box 5268","Salton City","CA","92275-5268","760-394-4446","760-394-4242","Imperial","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.saltoncsd.ca.gov/fire.php","2","0","13","0","0","0",
"53014","Salyer Volunteer Fire Department","275 Salyer Loop RD",,"Salyer","CA","95563",,,"PO Box 235","Salyer","CA","95563-0235","530-629-2778",,"Trinity","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","13","0","0","0","Yes"
"12110","Samoa Peninsula Fire District","1982 Gass ST",,"Samoa","CA","95564-9509",,,"PO Box 234","Samoa","CA","95564-0234","707-443-9042",,"Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.samoafire.org/","2","0","12","0","0","0","Yes"
"05035","San Andreas Fire Protection District","37 Church Hill RD",,"San Andreas","CA","95249",,,"PO Box 88","San Andreas","CA","95249-0088","209-754-4693","209-754-5322","Calaveras","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://sanandreasfire.org/","1","2","35","0","1","3","No"
"49250","San Antonio Volunteer Fire Company","1550 Petaluma BLVD S",,"Petaluma","CA","94952","5497 Redwood HWY S",,,"Petaluma","CA","94952-9536","707-769-0353",,"Sonoma","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","0","25","0","0","4",
"35020","San Benito County Fire Department","110 5th ST","Hollister Fire Department","Hollister","CA","95023","110 5th ST",,,"Hollister","CA","95023-3926","831-636-4325","831-636-4329","San Benito","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"4","48","0","0","3","0","Yes"
"36193","San Bernardino County Fire Protection District","157 W 5TH ST, FL 2",,"San Bernardino","CA","92415-0225","157 W 5TH ST, FL 2",,,"San Bernardino","CA","92415-0225","909-387-5779","909-387-5542","San Bernardino","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sbcfire.org/","57","620","0","20","234","0","Yes"
"41080","San Bruno Fire Department","555 El Camino Real",,"San Bruno","CA","94066","567 El Camino Real",,,"San Bruno","CA","94066-4247","650-616-7096","650-873-2732","San Mateo","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://sanbruno.ca.gov/fire_main.html","2","32","0","0","1","0","Yes"
"37047","San Diego County Fire Authority","5510 Overland Drive","STE 250","San Diego","CA","92123-1239","5510 Overland DR","STE 250",,"San Diego","CA","92123-1239","858-974-5999",,"San Diego","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sandiegocounty.gov/sdcfa/","18","133","70","0","48","0","No"
"38005","San Francisco Fire Department","698 2ND ST",,"San Francisco","CA","94107-2015","698 2ND ST",,,"San Francisco","CA","94107-2015","415-558-3403","415-558-3407","San Francisco","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://sf-fire.org/","49","1700","0","0","100","0","No"
"19165","San Gabriel Fire Deparetment","1303 S Del Mar AVE",,"San Gabriel","CA","91776-3315","1303 S Del Mar AVE",,,"San Gabriel","CA","91776-3315","626-308-2880","626-280-6474","Los Angeles","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://sangabrielcity.com/","2","36","0","0","1","0","Yes"
"33085","San Jacinto Fire Service","132 S San Jacinto ST",,"San Jacinto","CA","92583","132 S San Jacinto ST",,,"San Jacinto","CA","92583","951-925-7060",,"Riverside","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","7","10","0","1","0",
"43070","San Jose Fire Department","1661 Senter RD STE 300",,"San Jose","CA","95112-2522","1661 Senter RD STE 300",,,"San Jose","CA","95112-2522","408-794-6950","408-297-2804","Santa Clara","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sjfd.org/","34","679","0","0","113","0","Yes"
"35035","San Juan Bautista Fire Department","311 Second ST","PO Box 1420","San Juan Bautista","CA","95045-1420",,,"PO Box 1420","San Juan Bautista","CA","95045-1420","831-623-4513",,"San Benito","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sjbfd.org","1","0","25","0","0","0",
"40060","San Luis Obispo City Fire Department","2160 Santa Barbara ST",,"San Luis Obispo","CA","93401","2160 Santa Barbara AVE",,,"San Luis Obispo","CA","93401-5240","805-781-7380","805-543-8019","San Luis Obispo","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.slocity.org/government/department-directory/fire-department","4","45","0","0","13","0","Yes"
"40080","San Luis Obispo County Fire Department","635 N Santa Rosa ST",,"San Luis Obispo","CA","93405-7815","635 N Santa Rosa ST",,,"San Luis Obispo","CA","93405-7815","805-543-4244","805-543-4248","San Luis Obispo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"18","106","0","225","9","75","No"
"36199","San Manuel Band of Mission Indians Fire Department","26540 Indian Service RD",,"Highland","CA","92346-1714","26540 Indian Service RD",,,"Highland","CA","92346-1714","909-864-6928","909-863-4374","San Bernardino","Career","Tribal government (includes Native American and Alaska Native tribal fire departments)",,"1","45","0","0","10","0","Yes"
"37145","San Marcos Fire Department","1 Civic Center DR",,"San Marcos","CA","92069-2918","1 Civic Center DR",,,"San Marcos","CA","92069-2918","760-744-1050","760-744-5213","San Diego","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.san-marcos.net/","4","68","0","0","25","10","Yes"
"42065","San Marcos Pass Volunteer Fire Department","5593 W Camino Cielo",,"Santa Barbara","CA","93105","5593 W Camino Cielo",,,"Santa Barbara","CA","93105","805-683-4920","805-683-5792","Santa Barbara","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","0","11","0","0","1",
"19170","San Marino Fire Department","2200 Huntington DR",,"San Marino","CA","91108-2639","2200 Huntington DR",,,"San Marino","CA","91108-2639","626-300-0735","626-300-0727","Los Angeles","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofsanmarino.org/government/departments/fire/index.php","1","20","0","0","1","0","Yes"
"41115","San Mateo County Fire Department","20 Tower RD",,"San Mateo","CA","94402","20 Tower RD",,,"San Mateo","CA","94402","650-345-1612","650-573-3850","San Mateo","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"6","63","40","0","4","0",
"41090","San Mateo Fire Department","1900 O'Farrell ST, STE 140",,"San Mateo","CA","94402-1332","1900 O'Farrell ST, STE 140",,,"San Mateo","CA","94402-1332","650-522-7900","650-522-7901","San Mateo","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofsanmateo.org","6","82","0","0","8","0",
"40065","San Miguel Community Services District Fire Department","1150 Mission ST","PO Box 180","San Miguel","CA","93451-0180","1150 Mission ST",,"PO Box 180","San Miguel","CA","93451-0180","805-467-3300","805-467-9212","San Luis Obispo","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://sanmiguelcsd.org","1","1","0","17","0","0",
"37165","San Miguel Consolidated Fire Protection District","2850 Via Orange WAY",,"Spring Valley","CA","91978-1746","2850 Via Orange WAY",,,"Spring Valley","CA","91978-1746","619-670-0500","619-670-5331","San Diego","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sanmiguelfire.org/","8","80","20","0","8","2","Yes"
"37146","San Onofre Fire Department","5000 Mesa RD","PO Box 128","San Clemente","CA","92674","5000 Mesa RD",,"PO Box 128","San Clemente","CA","92674","949-368-6655","949-368-5001","Orange","Career","Private or industrial fire brigade",,"2","20","0","0","0","0",
"37152","San Pasqual Reservation Fire Department","16150 Kumeyaay WAY",,"Valley Center","CA","92082","16150 Kumeyaay WAY",,,"Valley Center","CA","92082-6717","760-749-7542","760-749-4872","San Diego","Mostly career","Tribal government (includes Native American and Alaska Native tribal fire departments)","https://www.sprfd.com/contact.html","1","23","0","6","0","0","Yes"
"21075","San Rafael Fire Department","1039 C ST",,"San Rafael","CA","94901-2807","1039 C ST",,,"San Rafael","CA","94901-2807","415-485-3304","415-453-1627","Marin","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofsanrafael.org/fire-home/","7","83","0","66","8","0","Yes"
"07035","San Ramon Valley Fire Protection District","1500 Bollinger Canyon RD",,"San Ramon","CA","94583-1756","1500 Bollinger Canyon RD",,,"San Ramon","CA","94583-1756","925-838-6600","925-838-6629","Contra Costa","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.firedepartment.org/","10","130","0","0","48","56","Yes"
"15070","Sand Canyon Volunteer Fire Department","PO Box 463",,"Tehachapi","CA","93581",,,"PO Box 463","Tehachapi","CA","93581","661-822-0303",,"Kern","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0",
"10090","Sanger Fire Department","1700 Seventh ST",,"Sanger","CA","93657-2804","1700 Seventh ST",,,"Sanger","CA","93657-2804","559-875-6568","559-875-6611","Fresno","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.sanger.ca.us/","1","26","0","0","2","15","Yes"
"30075","Santa Ana Fire Department","1439 S Broadway",,"Santa Ana","CA","92707","1439 S Broadway",,,"Santa Ana","CA","92707-1712","714-647-5700","714-647-5779","Orange","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.santa-ana.ca.us/fire/default.asp","10","250","50","0","47","0","Yes"
"42025","Santa Barbara City Fire Department","121 W Carrillo ST",,"Santa Barbara","CA","93101-3214","121 W Carillo ST",,,"Santa Barbara","CA","93101-3214","805-965-5254","805-564-5730","Santa Barbara","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.santabarbaraca.gov/Government/Departments/Fire/","8","98","0","0","7","0","Yes"
"42035","Santa Barbara County Fire Department","4410 Cathedral Oaks RD",,"Santa Barbara","CA","93110","4410 Cathedral Oaks RD",,,"Santa Barbara","CA","93110-1042","805-681-5500","805-681-5563","Santa Barbara","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sbcfire.com","16","243","0","0","49","0","No"
"43080","Santa Clara County Fire Department","14700 Winchester BLVD",,"Los Gatos","CA","95032","14700 Winchester BLVD",,,"Los Gatos","CA","95032-1818","408-378-4010","408-378-9342","Santa Clara","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sccfd.org/","17","252","40","0","56","0","No"
"43090","Santa Clara Fire Department","777 Benton ST",,"Santa Clara","CA","95050-4926","777 Benton ST",,,"Santa Clara","CA","95050-4926","408-615-4900","408-246-8652","Santa Clara","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://santaclaraca.gov/government/departments/fire","10","168","36","0","11","0","Yes"
"44095","Santa Cruz County Fire Department","6059 Highway 9",,"Felton","CA","95018",,,"PO Box Drawer F2","Felton","CA","95018-0316","831-335-5355",,"Santa Cruz","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"13","39","100","0","6","0","Yes"
"44055","Santa Cruz Fire Department","230 Walnut AVE",,"Santa Cruz","CA","95060-3817","230 Walnut AVE",,,"Santa Cruz","CA","95060-3817","831-420-5280","831-420-5281","Santa Cruz","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofsantacruz.com/departments/fire-department","4","58","0","0","2","0","Yes"
"19175","Santa Fe Springs Fire Department","11300 Greenstone AVE",,"Santa Fe Springs","CA","90670-4619","11300 Greenstone AVE",,,"Santa Fe Springs","CA","90670-4619","562-944-9713","562-941-1817","Los Angeles","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.santafesprings.org/","4","45","0","0","8","0","No"
"40070","Santa Margarita Fire Department","22375 G ST",,"Santa Margarita","CA","93453-0067",,,"PO Box 67","Santa Margarita","CA","93453-0067","805-438-3185","805-438-3185","San Luis Obispo","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","14","3","0",
"42040","Santa Maria City Fire Department","314 W Cook ST RM 8",,"Santa Maria","CA","93458-5557","314 W Cook ST RM 8",,,"Santa Maria","CA","93458-5557","805-925-0951","805-928-4746","Santa Barbara","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofsantamaria.org/3052.html","5","66","0","0","9","0","Yes"
"19180","Santa Monica Fire Department","333 Olympic DR",,"Santa Monica","CA","90401-3360","333 Olympic DR",,,"Santa Monica","CA","90401-3360","310-458-8652","310-458-8650","Los Angeles","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"5","110","0","0","22","0","No"
"49145","Santa Rosa Fire Department","2373 Circadian WAY",,"Santa Rosa","CA","95407","2373 Circadian WAY",,,"Santa Rosa","CA","95407","707-543-3500","707-543-3520","Sonoma","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://ci.santa-rosa.ca.us/departments/fire/Pages/default.aspx","8","135","0","0","9","0",
"37150","Santee Fire Department","10601 N Magnolia AVE",,"Santee","CA","92071-1222","10601 N Magnolia AVE",,,"Santee","CA","92071-1222","619-258-4100","619-562-6514","San Diego","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.santee.ca.us/","2","57","0","0","3","0","Yes"
"43100","Saratoga Fire District","14380 Saratoga AVE",,"Saratoga","CA","95070","14380 Saratoga AVE",,,"Saratoga","CA","95070","408-867-9001","408-867-1330","Santa Clara","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.saratogafire.com","1","26","20","0","3","2",
"21090","Sausalito Fire Department","333 Johnson ST",,"Sausalito","CA","94965-2118","333 Johnson ST",,,"Sausalito","CA","94965-2118","415-289-4153","415-289-4158","Marin","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.sausalito.ca.us/sfd","1","19","0","1","2","0",
"49205","Schell-Vista Fire Protection District","22950 Broadway",,"Sonoma","CA","95476","22950 Broadway",,,"Sonoma","CA","95476-8237","707-938-2633","707-935-9681","Sonoma","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","www.schellvistafire.org","2","6","45","45","3","0","Yes"
"12115","Scotia Volunteer Fire Department","145 Main ST",,"Scotia","CA","95565",,,"PO Box 185","Scotia","CA","95565-0185","707-764-4322","707-764-4399","Humboldt","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","1","17","0","0","0",
"47120","Scott Valley Fire Protection District","317 Maple ST",,"Greenview","CA","96037",,,"PO Box 130","Greenview","CA","96037-0130","530-468-2170","530-468-5430","Siskiyou","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"7","0","22","0","1","6","No"
"44070","Scotts Valley Fire Protection District","7 Erba LN",,"Scotts Valley","CA","95066","7 Erba LN",,,"Scotts Valley","CA","95066-4103","831-438-0211","831-438-0383","Santa Cruz","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.scottsvalleyfire.com/","3","27","0","15","4","0","Yes"
"36020","Searles Valley Minerals Fire Department","13200 Main ST",,"Trona","CA","93562",,,"PO Box 367","Trona","CA","93592-0367","760-372-2296","760-372-2021","San Bernardino","Career","Private or industrial fire brigade",,"1","30","0","0","0","0","No"
"49180","Sebastopol Fire Department","7425 Bodega AVE",,"Sebastopol","CA","95472-3612","7425 Bodega AVE",,,"Sebastopol","CA","95472-3612","707-823-8061","707-823-4703","Sonoma","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://ci.sebastopol.ca.us/page/about-fire-department","1","1","0","33","1","0","Yes"
"47070","Seiad Valley Volunteer Fire Department","44601 HWY 96","PO Box 504","Seiad Valley","CA","96086-0504","44601 HWY 96",,"PO Box 504","Seiad Valley","CA","96086","530-496-3512","530-496-3164","Siskiyou","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","13","0","0","2",
"10095","Selma Fire Department","1711 Tucker ST",,"SELMA","CA","93662-3788","1711 Tucker ST",,,"Selma","CA","93662-3788","559-891-2211","559-896-4300","Fresno","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.cityofselma.com/","3","23","0","0","12","0","Yes"
,"Sequoia & Kings Canyon National Parks","47050 Generals HWY",,"Three Rivers","CA","93271-9651","47050 Generals HWY",,,"Three Rivers","CA","93271-9651","559-565-3195","559-565-3797","Tulare","Mostly volunteer","Federal government (Executive branch agency fire department)",,"5","4","0","25","0","0",
"54565","Sequoia National Forest - USFS","1839 S Newcomb ST",,"Porterville","CA","93257","1839 S Newcomb ST",,,"Porterville","CA","93257-9353","559-784-1500","559-781-4744","Tulare","Mostly volunteer","Federal government (Executive branch agency fire department)",,"20","162","0","530","116","0",
"45095","Shasta College Fire Department","11555 Old Oregon TRL",,"Redding","CA","96003",,,"PO Box 496006","Redding","CA","96049-6006","530-242-2207",,"Shasta","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","4","0","0","4","0","No"
"45086","Shasta County Fire Department","875 Cypress AVE",,"Redding","CA","96001-2719","875 Cypress AVE",,,"Redding","CA","96001-2719","530-225-2418","530-225-2514","Shasta","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.shastacountyfire.org/","18","13","165","0","8","100","No"
"45030","Shasta Lake Fire Protection District","4126 Ashby CT",,"Shasta Lake","CA","96019-9215","4126 Ashby CT",,,"Shasta Lake","CA","96019-9215","530-275-7474","530-275-6502","Shasta","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofshastalake.org/Directory.aspx?did=34","3","10","12","0","0","0","Yes"
"45555","Shasta Trinity National Forest","3644 Avtech PKWY",,"Redding","CA","96002-9241","3644 Avtech PKWY",,,"Redding","CA","96002-9241","530-226-2500","530-226-2484","Shasta","Mostly career","Federal government (Executive branch agency fire department)","https://www.fs.fed.us/r5/shastatrinity/fire/","23","250","0","25","0","75",
"10120","Shaver Lake Fire Department","41690 Tollhouse","PO Box 35","Shaver Lake","CA","93664-0035",,,"PO Box 35","Shaver Lake","CA","93664-0035","559-841-8136","559-841-3211","Fresno","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.shaverlakefire.org/","2","0","20","0","0","0","Yes"
"12165","Shelter Cove Fire Department","9126 Shelter Cove RD","PO Box 426","Whitehorn","CA","95589","9126 Shelter Cove RD",,"PO Box 426","Whitehorn","CA","95589","707-986-7507","707-986-7852","Humboldt","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","12","0","0",
"AF024","Sierra Army Depot Fire & Emergency Sevices","P-2 1st ST","Sierra Army Depot","Herlong","CA","96113","74 C ST",,,"Herlong","CA","96113-7400","530-827-4526","530-827-4619","Lassen","Career","Federal government (Department of Defense fire department)","https://www.sierra.army.mil/index.html","1","29","0","0","0","0","No"
"46015","Sierra City Fire District","229 Main St. HWY",,"Sierra City","CA","96125","229 Main St. HWY",,"PO Box 516","Sierra City","CA","96125","530-862-1166",,"Sierra","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"3","0","18","0","0","5",
"55410","Sierra Conservation Center Fire Department","5100 OByrnes Ferry RD",,"Jamestown","CA","95327-9102","5100 OByrnes Ferry RD","SCC Fire Department",,"Jamestown","CA","95327-9102","209-984-5291","209-984-1142","Tuolumne","Career","State government (includes state forest fire agencies and state institution fire departments)",,"1","5","0","0","0","0","No"
"46020","Sierra County Fire Protection District #1","202 E Main ST",,"Sierraville","CA","96126",,,"PO Box 255","Sierraville","CA","96126-0255","530-994-3344","530-994-3058","Sierra","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://sierracountyfireprotectiondistrict1.org/","3","0","15","0","0","37","No"
"19185","Sierra Madre Fire Department","242 W Sierra Madre BLVD",,"Sierra Madre","CA","91024-2312","242 W Sierra Madre BLVD",,,"Sierra Madre","CA","91024-2312","626-355-3611","626-355-2611","Los Angeles","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","13","0","0","1","0","Yes"
"10566","Sierra National Forest","1600 Tollhouse RD",,"Clovis","CA","93611-0532","1600 Tollhouse RD",,,"Clovis","CA","93611-0532","559-348-1515","559-348-0239","Fresno","Career","Federal government (Executive branch agency fire department)","www.fs.fed.us/r5/sierra/fire","14","195","0","0","5","0",
"32060","Sierra Valley Volunteer Fire Department","PO Box 211",,"Chilcoot","CA","96105-0211",,,"PO Box 211","Chilcoot","CA","96105-0211","530-993-4856","530-993-4685","Plumas","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sierravalleyfire.org","2","0","18","0","0","12",
"21092","Skywalker Ranch Fire Brigade","5858 Lucas Valley RD",,"Nicasio","CA","94946",,,"PO Box 2009","San Rafael","CA","94912-2009","415-662-1704","415-662-2060","Marin","Career","Private or industrial fire brigade","https://www.marinwoodfire.org/content/Local_Fire_Agencies/100146","1","10","0","0","0","0","No"
"58020","Smartsville Fire Protection District","8459 Blue Gravel RD",,"Smartsville","CA","95977",,,"PO Box 354","Smartsville","CA","95977-0354","530-639-0405",,"Yuba","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","8","0","0","3",
"08050","Smith River Fire Protection District","245 N Haight AVE",,"Smith River","CA","95567",,,"PO Box 187","Smith River","CA","95567-0187","707-487-5621","707-487-2101","Del Norte","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"2","0","0","18","3","0","No"
"33088","Soboba Band of Luiseno Indians Fire Department","23121 Soboba RD",,"San Jacinto","CA","92583",,,"PO Box 487","San Jacinto","CA","92581-0487","951-654-1092",,"Riverside","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","22","0","0","1","0","Yes"
"36250","Socal Regional Fire Protection","321 W Fairway BLVD",,"Big Bear City","CA","92314",,,"PO Box 2080","Big Bear City","CA","92314-2080","909-919-9115",,"San Bernardino","Mostly volunteer","Contract fire department",,"1","16","40","56","0","0","No"
"37160","Solana Beach Fire Department","500 Lomas Santa Fe DR",,"Solana Beach","CA","92075-1322","635 S Highway 101",,,"Solana Beach","CA","92075-2215","858-720-2410","858-259-7698","San Diego","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ci.solana-beach.ca.us/","1","19","0","0","1","0","Yes"
"42045","Solvang Fire Department","1644 Oak ST","PO Box 107","Solvang","CA","93463","1644 Oak ST",,"PO Box 107","Solvang","CA","93464","805-688-6046","805-686-2049","Santa Barbara","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","2","0","18","1","0",
"49201","Sonoma County Department of Fire and Emergency Services","2300 County Center DR","Suite 221 A","Santa Rosa","CA","95403","2300 County Center DR","Suite 221 A",,"Santa Rosa","CA","95403","707-565-1152","707-565-1172","Sonoma","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.sonoma-county.org/fire","25","12","200","5","20","200",
