,Unnamed: 0,FDID,Fire dept name,HQ addr1,HQ addr2,HQ city,HQ state,HQ zip,Mail addr1,Mail addr2,Mail PO box,Mail city,Mail state,Mail zip,HQ phone,HQ fax,County,Dept Type,Organization Type,Website,Number Of Stations,Active Firefighters - Career,Active Firefighters - Volunteer,Active Firefighters - Paid per Call,Non-Firefighting - Civilian,Non-Firefighting - Volunteer,Primary agency for emergency mgmt,Full_Address,Coordinates_Firestation,Latitude,Longitude
729,729,49200,Sonoma Valley Fire & Rescue Authority,630 2ND ST W,,Sonoma,CA,95476-6901,630 2ND ST W,,,Sonoma,CA,95476-6901,707-996-2102,707-996-2868,Sonoma,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.svfra.org/,10,102,36,0,6,8,Yes,"630 2ND ST W, Sonoma, CA","(38.290126, -122.461137)",38.290126,-122.461137
730,730,23040,South Coast Fire Protection District,39215 Church ST,,Gualala,CA,95445,,,PO Box 334,Gualala,CA,95445-0334,707-884-4700,707-884-4705,Mendocino,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,4,0,22,0,2,0,Yes,"39215 Church ST, Gualala, CA","(38.769841, -123.529072)",38.769841,-123.529072
731,731,17040,South Lake Couny Fire Protection District,21095 State Highway 175,,Middletown,CA,95461,,,PO Box 1360,Middletown,CA,95461-1360,707-987-3089,707-987-9478,Lake,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,4,12,0,22,1,0,No,"21095 State Highway 175, Middletown, CA","(38.75367, -122.622504)",38.75367,-122.622504
732,732,09060,South Lake Tahoe Fire Rescue,2101 Lake Tahoe BLVD,,South Lake Tahoe,CA,96150-6424,2101 Lake Tahoe BLVD,,,South Lake Tahoe,CA,96150-6424,530-542-6160,530-541-0634,El Dorado,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofslt.us/fire/,4,36,0,0,1,0,Yes,"2101 Lake Tahoe BLVD, South Lake Tahoe, CA","(38.915607, -120.001424)",38.915607,-120.001424
733,733,27155,South Monterey County Fire Protection District,2221 Garden RD,,Monterey,CA,93940-5317,2221 Garden RD,,,Monterey,CA,93940-5317,831-333-4600,831-333-2660,Monterey,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,0,0,50,0,0,No,"2221 Garden RD, Monterey, CA","(36.587325, -121.859325)",36.587325,-121.859325
734,734,19195,South Pasadena Fire Department,817 Mound AVE,,South Pasadena,CA,91030-3298,817 Mound AVE,,,South Pasadena,CA,91030-3298,626-403-7300,626-403-7301,Los Angeles,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.southpasadenaca.gov/government/departments/fire,1,20,0,0,2,0,Yes,"817 Mound AVE, South Pasadena, CA","(34.11636, -118.151894)",34.11636,-118.151894
735,735,31150,South Placer Fire District,6900 Eureka RD,,Granite Bay,CA,95746-6531,6900 Eureka RD,,,Granite Bay,CA,95746-6531,916-791-7059,916-791-2199,Placer,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.southplacerfire.org/,5,42,20,6,2,2,Yes,"6900 Eureka RD, Granite Bay, CA","(38.735823, -121.172144)",38.735823,-121.172144
736,736,41095,South San Francisco Fire Department,480 N Canal ST,,South San Francisco,CA,94080,480 N Canal ST,,,South San Francisco,CA,94080-4603,650-829-3950,650-829-3954,San Mateo,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ssf.net/departments/fire,5,80,0,0,15,0,Yes,"480 N Canal ST, South San Francisco, CA","(37.651556, -122.416918)",37.651556,-122.416918
737,737,39120,South San Joaquin County Fire Authority,835 N Central AVE,,Tracy,CA,95376-4105,835 N Central AVE,,,Tracy,CA,95376-4105,209-831-6700,209-831-6703,San Joaquin,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://southcountyfa.org/,7,71,0,7,9,0,Yes,"835 N Central AVE, Tracy, CA","(37.737137, -121.426355)",37.737137,-121.426355
738,738,43045,South Santa Clara County Fire District,15670 Monterey ST,,Morgan Hill,CA,95037-5431,15670 Monterey ST,,,Morgan Hill,CA,95037-5431,408-779-2121,408-779-1679,Santa Clara,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.ssccfd.com/,3,24,0,15,6,0,No,"15670 Monterey ST, Morgan Hill, CA","(37.110017, -121.637536)",37.110017,-121.637536
739,739,47115,South Yreka Fire Protection District,3420 Easy ST,PO Box 993,Yreka,CA,96097,3420 Easy ST,,,Yreka,CA,96097,530-842-1477,,Siskiyou,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,16,0,0,0,,"3420 Easy ST, Yreka, CA","(41.683861, -122.63614)",41.683861,-122.63614
740,740,14042,Southern Inyo Fire Protection District,410 Tecopa Hot Springs RD,,Tecopa,CA,92389,,,PO Box 51,Tecopa,CA,92389-0051,760-852-4130,760-852-4130,Inyo,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,1,6,6,0,0,Yes,"410 Tecopa Hot Springs RD, Tecopa, CA","(35.870821, -116.23284)",35.870821,-116.23284
741,741,21045,Southern Marin Fire Protection District,28 Liberty Ship WAY,STE 2800,Sausalito,CA,94965-3319,28 Liberty Ship WAY,STE 2800,,Sausalito,CA,94965-3319,415-388-8182,415-388-8181,Marin,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.smfd.org/,4,53,0,0,7,0,Yes,"28 Liberty Ship WAY, Sausalito, CA","(37.862382, -122.492086)",37.862382,-122.492086
742,742,18065,Spalding Community Services District Fire Department,502-907 Mahogany WAY,,Susanville,CA,96130-9237,502-907 Mahogany WAY,,,Susanville,CA,96130-9237,530-825-3258,530-825-3264,Lassen,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,2,0,0,1,,"502-907 Mahogany WAY, Susanville, CA","(40.659329, -120.776669)",40.659329,-120.776669
743,743,19240,Speedway Volunteer Fire Department,4323 Corona AVE,,Norco,CA,92860,,,PO Box 5744,Norco,CA,92860-8025,951-903-6693,,Riverside,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://speedwayfire.org/,1,0,30,0,0,5,No,"4323 Corona AVE, Norco, CA","(33.944646, -117.54501)",33.944646,-117.54501
744,744,43140,Spring Valley Volunteer Fire Department,5579 Sweigert RD,,San Jose,CA,95132,,,PO Box 360211,Milpitas,CA,95036-0211,408-228-3997,,Santa Clara,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.svvfd.org/,1,0,54,0,0,10,No,"5579 Sweigert RD, San Jose, CA","(37.425063, -121.818431)",37.425063,-121.818431
745,745,31070,Squaw Valley Fire Department,305 Squaw Valley RD,,Olympic Valley,CA,96146,,,PO Box 2522,Olympic Valley,CA,96146-2522,530-583-6111,530-583-0624,Placer,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.svpsd.org/svfd/fire,1,13,0,3,1,0,No,"305 Squaw Valley RD, Olympic Valley, CA","(39.20657, -120.20898)",39.20657,-120.20898
746,746,28015,St. Helena Fire Department,1480 Main ST,,Saint Helena,CA,94574,1480 Main ST,,,Saint Helena,CA,94574-1854,707-967-2880,707-963-7057,Napa,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.sthelenafire.com,1,0,0,28,2,0,Yes,"1480 Main ST, Saint Helena, CA","(38.506341, -122.471456)",38.506341,-122.471456
747,747,18030,Standish Litchfield Fire Protection District,PO Box 120,,Standish,CA,96128-0120,,,PO Box 120,Standish,CA,96128-0120,530-254-6601,,Lassen,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,13,0,1,4,,"PO Box 120, Standish, CA","(-36.5787842, 146.0331545)",-36.5787842,146.0331545
748,748,50075,Stanislaus Consolidated Fire Protection District,3324 Topeka ST,,Riverbank,CA,95367-2330,3324 Topeka ST,,,Riverbank,CA,95367-2330,209-869-7470,209-869-7475,Stanislaus,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://scfpd.us/,6,51,5,0,2,0,No,"3324 Topeka ST, Riverbank, CA","(37.736731, -120.934821)",37.736731,-120.934821
749,749,43145,Stevens Creek Volunteer Fire Department,13826 Stevens Canyon RD,,Cupertino,CA,95014,,,PO Box 2673,Cupertino,CA,95015-2673,408-687-3591,,Santa Clara,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.scvfd.org/Home.html,1,0,7,0,0,1,No,"13826 Stevens Canyon RD, Cupertino, CA","(37.302091, -122.076179)",37.302091,-122.076179
750,750,21095,Stinson Beach Fire Protection District,3410 Shoreline HWY,,Stinson Beach,CA,94970,,,PO Box 127,Stinson Beach,CA,94970-0127,415-868-0622,415-868-9256,Marin,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,1,30,2,0,0,Yes,"3410 Shoreline HWY, Stinson Beach, CA","(37.898616, -122.637514)",37.898616,-122.637514
751,751,39065,Stockton Fire Department,"400 E Main ST, 4TH FL",,Stockton,CA,95202,425 N El Dorado ST,,,Stockton,CA,95202-1951,209-937-8801,209-937-8836,San Joaquin,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.stocktongov.com/government/departments/fire/default.html,12,182,0,0,29,0,Yes,"400 E Main ST, 4TH FL, Stockton, CA","(37.952959, -121.285039)",37.952959,-121.285039
752,752,18068,Stones-Bengard Community Service District,"509-695 Stone RD, Eagle Lake",,Susanville,CA,96130,"509-695 Stone RD, Eagle Lake",,,Susanville,CA,96130,530-825-3350,530-825-3350,Lassen,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,4,0,1,0,,"509-695 Stone RD, Eagle Lake, Susanville, CA","(40.71396, -120.7247)",40.71396,-120.7247
753,753,55025,Strawberry Volunteer Fire Department,27217 Tananger LN,,Strawberry,CA,95375,,,PO Box 1185,Pinecrest,CA,95364-1185,209-965-3513,,Tuolumne,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,7,0,1,2,Yes,"27217 Tananger LN, Strawberry, CA","(34.420178, -118.608304)",34.420178,-118.608304
754,754,48030,Suisun Fire Protection District,445 Jackson ST,,Fairfield,CA,94533,445 Jackson ST,,,Fairfield,CA,94533,707-425-3605,707-425-3615,Solano,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,2,36,0,0,8,,"445 Jackson ST, Fairfield, CA","(38.246779, -122.044884)",38.246779,-122.044884
755,755,18040,Susan River Fire Protection District,705-145 US Highway 395 E,,Susanville,CA,96130-8915,705-145 US Highway 395 E,,,Susanville,CA,96130-8915,530-257-7477,530-257-7132,Lassen,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,1,23,0,0,1,Yes,"705-145 US Highway 395 E, Susanville, CA","(40.384455, -120.584824)",40.384455,-120.584824
756,756,18035,Susanville Fire Department,1505 Main ST,,Susanville,CA,96130-4427,1505 Main ST,,,Susanville,CA,96130-4427,530-257-5152,530-257-5535,Lassen,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.cityofsusanville.net/rooptown/fire-department/,1,8,29,0,1,5,Yes,"1505 Main ST, Susanville, CA","(40.416583, -120.65179)",40.416583,-120.65179
757,757,51055,Sutter County Fire Department,1130 Civic Center Blvd STE E,,Yuba City,CA,95993-3008,1130 Civic Center BLVD,,,Yuba City,CA,95993-3008,530-822-4575,530-822-7724,Sutter,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",,4,21,20,0,0,0,No,"1130 Civic Center Blvd STE E, Yuba City, CA","(39.143622, -121.640335)",39.143622,-121.640335
758,758,03035,Sutter Creek Fire Protection District,350 Hanford,PO Box 365,Sutter Creek,CA,95685-0365,,,PO Box 365,Sutter Creek,CA,95685-0365,209-267-0285,209-267-0587,Amador,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,0,32,0,1,0,,"350 Hanford, Sutter Creek, CA","(38.400079, -120.808135)",38.400079,-120.808135
759,759,37224,Sycuan Fire Department,5449 Sycuan RD,,El Cajon,CA,92019,5449 Sycuan RD,,,El Cajon,CA,92019-1821,619-445-2893,619-445-6991,San Diego,Career,Tribal government (includes Native American and Alaska Native tribal fire departments),https://sycuan.com/fire_department.html,2,21,0,0,0,0,Yes,"5449 Sycuan RD, El Cajon, CA","(32.788039, -116.824765)",32.788039,-116.824765
760,760,15040,Tehachapi City Fire Department,108 Pinon ST,,Tehachapi,CA,93561,108 Pinon ST,,,Tehachapi,CA,93561,661-822-2230,661-822-2179,Kern,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.tehachapicityhall.com/firedept.html,1,3,0,15,0,2,,"108 Pinon ST, Tehachapi, CA","(35.11665, -118.448275)",35.11665,-118.448275
761,761,52030,Tehama County Fire Department,604 Antelope BLVD,,Red Bluff,CA,96080-2408,604 Antelope BLVD,,,Red Bluff,CA,96080-2408,530-528-5199,530-529-8538,Tehama,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",http://www.tehamacountyfire.org/,15,18,0,83,6,0,Yes,"604 Antelope BLVD, Red Bluff, CA","(40.186158, -122.203694)",40.186158,-122.203694
762,762,33115,Temecula Fire Service,43200 Business Park DR,,Temecula,CA,92589,43200 Business Park DR,,,Temecula,CA,92589,951-694-6405,951-506-5169,Riverside,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",,4,43,25,0,11,0,,"43200 Business Park DR, Temecula, CA","(33.503043, -117.163294)",33.503043,-117.163294
763,763,40075,Templeton Fire and Emergency Services,206 5TH ST,,Templeton,CA,93465,,,PO Box 780,Templeton,CA,93465-0780,805-434-4911,805-434-4820,San Luis Obispo,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.templetoncsd.org/,1,5,0,30,1,1,Yes,"206 5TH ST, Templeton, CA","(35.549849, -120.706805)",35.549849,-120.706805
764,764,47130,Tennant Volunteer Fire Department,13515 Tennant RD,,Macdoel,CA,96058-9764,13515 Tennant RD,,,Macdoel,CA,96058-9764,000-000-0000,,Siskiyou,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,1,0,0,0,,"13515 Tennant RD, Macdoel, CA","(41.58266, -121.91209)",41.58266,-121.91209
765,765,39115,Thornton Rural Fire District,25999 N Thornton RD,,Thornton,CA,95686,,,PO Box 78,Thornton,CA,95686-0078,209-327-0815,209-794-2946,San Joaquin,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,4,15,0,0,0,Yes,"25999 N Thornton RD, Thornton, CA","(38.22306, -121.42133)",38.22306,-121.42133
766,766,21100,Tiburon Fire Protection District,1679 Tiburon BLVD,,Tiburon,CA,94920-2511,1679 Tiburon BLVD,,,Tiburon,CA,94920-2511,415-435-7200,415-435-7205,Marin,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.tiburonfire.org/,2,30,9,0,2,0,Yes,"1679 Tiburon BLVD, Tiburon, CA","(37.874505, -122.456955)",37.874505,-122.456955
767,767,49225,Timber Cove Fire Protection District,30800 Seaview RD,,Cazadero,CA,95421,30800 Seaview RD,,,Cazadero,CA,95421,707-847-3299,707-847-3279,Sonoma,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,24,0,0,2,,"30800 Seaview RD, Cazadero, CA","(38.556861, -123.267308)",38.556861,-123.267308
768,768,19200,Torrance Fire Department,1701 Crenshaw BLVD,,Torrance,CA,90501-3312,1701 Crenshaw BLVD,,,Torrance,CA,90501-3312,310-781-7000,310-781-7030,Los Angeles,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.torranceca.gov/,6,144,0,0,21,0,Yes,"1701 Crenshaw BLVD, Torrance, CA","(33.830847, -118.32899)",33.830847,-118.32899
769,769,F4580,Travis AFB Fire Department,191 W ST,60 CES/CEF,Travis AFB,CA,94535,191 W ST,60 CES/CEF,,Travis AFB,CA,94535,707-424-3886,707-424-0060,Solano,Career,Federal government (Department of Defense fire department),https://www.travis.af.mil/pages/fire/travisfire.html,4,94,0,0,1,0,,"191 W ST, Travis AFB, CA","(38.27223, -121.93583)",38.27223,-121.93583
770,770,53015,Trinity Center Volunteer Fire Department,111 Trinity Vista,,Trinity Center,CA,96091,,,PO Box 177,Trinity Center,CA,96091-0177,530-266-3420,,Trinity,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,12,0,0,0,No,"111 Trinity Vista, Trinity Center, CA","(40.98385, -122.7045)",40.98385,-122.7045
771,771,29060,Truckee Fire Protection District,10049 Donner Pass RD,,Truckee,CA,96161,,,PO Box 2768,Truckee,CA,96160-2768,530-582-7850,530-582-7854,Nevada,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.truckeefire.org/,8,44,0,0,6,0,Yes,"10049 Donner Pass RD, Truckee, CA","(39.32785, -120.184622)",39.32785,-120.184622
772,772,54050,Tulare County Fire Department,835 S Akers ST,,Visalia,CA,93277-9528,835 S Akers ST,,,Visalia,CA,93277-9528,559-802-9800,,Tulare,Mostly career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://tularecounty.ca.gov/fire/,27,104,0,88,31,0,Yes,"835 S Akers ST, Visalia, CA","(36.32389, -119.34977)",36.32389,-119.34977
773,773,54040,Tulare Fire Department,800 S Blackstone ST,,Tulare,CA,93274-5759,800 S Blackstone ST,,,Tulare,CA,93274-5759,559-684-4360,559-685-2397,Tulare,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.tulare.ca.gov/departments/fire,3,39,0,0,3,0,Yes,"800 S Blackstone ST, Tulare, CA","(36.199256, -119.330397)",36.199256,-119.330397
774,774,47075,Tulelake Multi County Fire District,1 Ray Oehlerich WAY,,Tulelake,CA,96134,,,PO Box 306,Tulelake,CA,96134-0306,530-667-2997,530-667-2997,Siskiyou,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,0,21,0,0,0,No,"1 Ray Oehlerich WAY, Tulelake, CA","(41.9506696, -121.4662719)",41.9506696,-121.4662719
775,775,55050,Tuolumne County Fire Department,18440 Striker CT,,Sonora,CA,95370-7555,18440 Striker CT,,,Sonora,CA,95370-7555,209-533-5118,209-533-5103,Tuolumne,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.tuolumnecounty.ca.gov/717/Fire-Department,14,16,44,3,4,0,Yes,"18440 Striker CT, Sonora, CA","(37.958382, -120.318772)",37.958382,-120.318772
776,776,55030,Tuolumne Fire District,18690 Main ST,,Tuolumne,CA,95379-9686,18690 Main ST,,,Tuolumne,CA,95379-9686,209-928-4505,209-928-9723,Tuolumne,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.tuolumnefire.com/,1,2,18,0,1,0,Yes,"18690 Main ST, Tuolumne, CA","(37.961969, -120.238904)",37.961969,-120.238904
777,777,50110,Turlock Fire and Emergency Services,244 N Broadway,,Turlock,CA,95380-4737,244 N Broadway,,,Turlock,CA,95380-5459,209-668-5580,209-668-5558,Stanislaus,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofturlock.org/citydepartments/firedepartment/,4,45,0,0,1,0,Yes,"244 N Broadway, Turlock, CA","(37.494304, -120.849861)",37.494304,-120.849861
778,778,50120,Turlock Rural Fire Protection District,690 W Canal DR,,Turlock,CA,95380,690 W Canal DR,,,Turlock,CA,95380-3821,209-632-3953,209-632-1172,Stanislaus,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,30,0,0,0,No,"690 W Canal DR, Turlock, CA","(37.500045, -120.856614)",37.500045,-120.856614
779,779,55035,Twain Harte C.S.D.- Fire Division,18781 Cedar DR,,Twain Harte,CA,95383,,,PO Box 447,Twain Harte,CA,95383-0447,209-586-4800,209-586-4808,Tuolumne,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.twainhartecsd.com/,1,4,21,0,0,2,Yes,"18781 Cedar DR, Twain Harte, CA","(38.03909, -120.2291)",38.03909,-120.2291
780,780,36210,Twentynine Palms Fire Department,6560 Adobe RD,,Twentynine Palms,CA,92277-3302,6560 Adobe RD,,,Twentynine Palms,CA,92277-3302,760-367-7524,760-367-0423,San Bernardino,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,6,0,36,0,1,,"6560 Adobe RD, Twentynine Palms, CA","(34.13449, -116.054687)",34.13449,-116.054687
781,781,53567,U.S. Forest Service-Trinity River Managment Unit,210 W Main SQ,PO Box 1190,Weaverville,CA,96093,210 W Main SQ,,PO Box 1190,Weaverville,CA,96093,530-623-2121,530-623-6010,Trinity,Career,State government (includes state forest fire agencies and state institution fire departments),,7,32,0,0,0,0,,"210 W Main SQ, Weaverville, CA","(64.087945, -21.920545)",64.087945,-21.920545
782,782,19945,UCLA Fire,"501 Westwood PLZ, 4TH FL",,Los Angeles,CA,90095-8351,"501 Westwood PLZ, 4TH FL",,,Los Angeles,CA,90095-8351,310-825-5689,,Los Angeles,Career,State government (includes state forest fire agencies and state institution fire departments),,1,7,0,0,50,0,No,"501 Westwood PLZ, 4TH FL, Los Angeles, CA","(34.068175, -118.446571)",34.068175,-118.446571
783,783,44760,UCSC Fire Department,1156  High ST,Headquarters Fire Station,Santa Cruz,CA,95064,1156 High ST,Headquarters Fire Station,,Santa Cruz,CA,95064,831-459-2344,831-459-7608,Santa Cruz,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www2.ucsc.edu/fire_dept/,1,17,0,0,1,0,,"1156  High ST, Santa Cruz, CA","(36.977606, -122.054292)",36.977606,-122.054292
784,784,23075,Ukiah Fire Department,1500 S State ST,,Ukiah,CA,95482-6709,1500 S State ST,,,Ukiah,CA,95482-6709,707-462-7921,707-462-2938,Mendocino,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,20,20,0,1,3,Yes,"1500 S State ST, Ukiah, CA","(39.125945, -123.205118)",39.125945,-123.205118
785,785,23080,Ukiah Valley Fire Authority,1500 S State ST,,Ukiah,CA,95482-6709,1500 S State ST,,,Ukiah,CA,95482-6709,707-462-7921,707-462-2938,Mendocino,Mostly volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,20,20,0,1,3,Yes,"1500 S State ST, Ukiah, CA","(39.125945, -123.205118)",39.125945,-123.205118
786,786,07135,Ultramar Fire Department,150 Solano WAY,,Pacheco,CA,94553-1465,150 Solano WAY,,,Pacheco,CA,94553-1465,925-370-3686,925-372-3052,Contra Costa,Mostly volunteer,Private or industrial fire brigade,,1,17,0,40,0,0,,"150 Solano WAY, Pacheco, CA","(38.026432, -122.06926)",38.026432,-122.06926
787,787,01115,Union City Fire Department,34009 Alvarado-Niles RD,,Union City,CA,94587,34009 Alvarado-Niles RD,,,Union City,CA,94587-4452,510-675-5470,510-487-2117,Alameda,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",,4,49,0,0,3,0,Yes,"34009 Alvarado-Niles RD, Union City, CA","(37.587273, -122.027001)",37.587273,-122.027001
788,788,33905,University of California Riverside,UCR EH&S,,Riverside,CA,92521,UCR EH&S,,,Riverside,CA,92521,951-787-6309,951-787-5122,Riverside,Career,State government (includes state forest fire agencies and state institution fire departments),,1,3,0,0,0,0,,"UCR EH&S, Riverside, CA","(34.046092, -118.0144688)",34.046092,-118.0144688
789,789,57760,"University of California, Davis Fire Department",1 Shields AVE,,Davis,CA,95616-5270,1 Shields AVE,,,Davis,CA,95616-5270,530-752-1236,530-752-4561,Yolo,Mostly volunteer,Other,https://fire.ucdavis.edu/,1,25,0,30,4,0,No,"1 Shields AVE, Davis, CA","(38.538723, -121.753134)",38.538723,-121.753134
790,790,55555,USDA Forest Service Summit R.D.,1 Pinecrest Lake RD,,Pinecrest,CA,95364,1 Pinecrest Lake RD,,,Pinecrest,CA,95364,209-965-3434,209-965-3372,Tuolumne,Mostly career,Federal government (Executive branch agency fire department),,4,27,0,11,1,0,,"1 Pinecrest Lake RD, Pinecrest, CA","(38.187994, -120.007712)",38.187994,-120.007712
791,791,12905,USDA-Forest Service-Six Rivers NF-LTRD,HWY 96 N,PO Box 68,Willow Creek,CA,95573,HWY 96 N,,PO Box 68,Willow Creek,CA,95573,530-629-2118,530-629-2102,Humboldt,Career,Federal government (Executive branch agency fire department),,2,39,0,0,0,0,,"HWY 96 N, Willow Creek, CA","(41.0024, -123.65268)",41.0024,-123.65268
792,792,43150,Uvas Volunteer Fire Department,5770 Croy RD,Location: H,Morgan Hill,CA,95037,,,PO Box 2380,San Jose,CA,95109-2380,408-782-8010,,Santa Clara,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,3,0,15,0,0,5,Yes,"5770 Croy RD, Morgan Hill, CA","(37.09331, -121.74118)",37.09331,-121.74118
793,793,48060,Vacaville Fire Department,650 Merchant ST,,Vacaville,CA,95688-6908,650 Merchant ST,,,Vacaville,CA,95688-6908,707-449-5452,707-449-5486,Solano,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofvacaville.com/index.aspx?page=45,5,94,0,0,11,2,Yes,"650 Merchant ST, Vacaville, CA","(38.351205, -121.994522)",38.351205,-121.994522
794,794,48065,Vacaville Fire Protection District,420 Vine ST,,Vacaville,CA,95688-8704,420 Vine ST,,,Vacaville,CA,95688-8704,707-447-2252,707-447-2769,Solano,Mostly volunteer,Other,https://vfpd.net/,4,3,70,0,2,0,Yes,"420 Vine ST, Vacaville, CA","(38.377605, -121.994258)",38.377605,-121.994258
795,795,48095,Valero Refinery Fire Department,3400 E Second ST,,Benicia,CA,94510,3400 E Second ST,,,Benicia,CA,94510,707-745-7693,707-745-7531,Solano,Career,Private or industrial fire brigade,,3,58,0,0,0,0,,"3400 E Second ST, Benicia, CA","(38.074239, -122.144589)",38.074239,-122.144589
796,796,,Valero Wilmington Fire Department,2402 E Anaheim ST,,Wilmington,CA,90744,2402 E Anaheim ST,,,Wilmington,CA,90744,562-495-5460,562-491-6712,Los Angeles,Mostly volunteer,Private or industrial fire brigade,,2,26,100,0,6,0,,"2402 E Anaheim ST, Wilmington, CA","(33.77888, -118.233517)",33.77888,-118.233517
797,797,48070,Vallejo Fire Department,970 Nimitz AVE,,Vallejo,CA,94592-1040,970 Nimitz AVE,,,Vallejo,CA,94592-1040,707-648-4526,707-648-5289,Solano,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",https://www.cityofvallejo.net/city_hall/departments___divisions/fire,8,79,0,0,6,0,Yes,"970 Nimitz AVE, Vallejo, CA","(38.101391, -122.271499)",38.101391,-122.271499
798,798,37175,Valley Center Fire Protection District,28234 Lilac RD,,Valley Center,CA,92082,28234 Lilac RD,,,Valley Center,CA,92082-5413,760-751-7600,760-749-3892,San Diego,Career,"Local (includes career, combination, and volunteer fire departments and fire districts)",,2,28,0,0,3,0,Yes,"28234 Lilac RD, Valley Center, CA","(33.221745, -117.03829)",33.221745,-117.03829
799,799,49210,Valley Ford Volunteer Fire Department,14445 Highway 1,,Valley Ford,CA,94972,,,PO Box 327,Valley Ford,CA,94972-0327,707-876-9900,,Sonoma,Volunteer,"Local (includes career, combination, and volunteer fire departments and fire districts)",,1,0,7,0,0,0,Yes,"14445 Highway 1, Valley Ford, CA","(38.31797, -122.92508)",38.31797,-122.92508
800,800,42830,Vandenberg Fire Department,BLDG 10660 1170 Iceland AVE,,Vandenberg AFB,CA,93437,BLDG 10660 1170 Iceland AVE,,,Vandenberg AFB,CA,93437,805-606-3111,,Santa Barbara,Career,Federal government (Department of Defense fire department),,6,120,0,0,0,0,,"BLDG 10660 1170 Iceland AVE, Vandenberg AFB, CA","(34.718409, -120.535455)",34.718409,-120.535455
